THE SPECIE,RACE,CONTINENT,SUB-CONTINENT,SUB-REGION,NATIONALITY,ETHNICITY,REGION,STATE,SENATORIAL DISTRICT,FEDERAL CONSTITUENCY,LOCAL GOVERNMENT AREA,STATE CONSTITUENCY,TOWN,TOWN QUARTER,OBI AREAS,CLAN,VILLAGE,KINDRED/HAMLET, UMUNNA ,,EXT. FAMILY,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,ETITI-UBAHU,UMUDARAEGWU,UMU IHEMEGBUNAM,,,,,,,IDIRI-ZENO,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,MEGWARA,,,,,,,OBIEJESI,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,MEGWARA,,,,,,,UMUEJIOGU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,MEGWARA,,,,,,,UMUCHUKWUEDE NWANGWU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EHIOBUNA,,,,,,,CHUKWUDUM,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EHIOBUNA,,,,,,,ANYIJIOFOR,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EHIOBUNA,,,,,,,OBODOZIE/NNEM OLISA,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EZEDIKE,,,,,,,NZOMIWU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EZEDIKE,,,,,,,MALIZU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EZEDIKE,,,,,,,EBULUE,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EZEDIANA,,,,,,,UNUIGWE,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,EZEDIANA,,,,,,,ODINAKA,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,NDIONYEBARACHI,,,,,,,IBIDODUNA,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,NDIONYEBARACHI,,,,,,,NWAJERI,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,IZUNABO,,,,,,,UGOCHUKWU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,NDIEZIKE,,,,,,,EWULU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,NDIEZIKE,,,,,,,OSUNGWU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,NDIEZIKE,,,,,,,OKEREKE CHIGERE,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,NDIEZIKE,,,,,,,OSUNGWU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUEZEDAM,NDIEZIKE,,,,,,,NNAJI,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUAKPOROM,UMU-NABARA,,,,,,,OKWA-AKU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUAKPOROM,UMU-NABARA,,,,,,,UMUIDIEGBU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUAKPOROM,UMU-NABARA,,,,,,,UMUILONWA,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUAKPOROM,UMUNGWU,,,,,,,UMUEZE AKUDINAOBI,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUAKPOROM,UMUNGWU,,,,,,,UMUDINOROM,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUAKPOROM,UMUNGWU,,,,,,,UMUDIAKU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUAKPOROM,UMUEZE ILOANA,,,,,,,NGWU OGU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUAKPOROM,UMUEZE ILOANA,,,,,,,EZEABAM,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUAKPOROM,UMUEMENIGHE,,,,,,,UMUEZE ONUOHA,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUAKPOROM,UMUEMENIGHE,,,,,,,UMUEZE EKEYIM,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UMUAKPOROM,UMUIGBOEJE,,,,,,,UMUIGBOEJE,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UGWUCHEREKU,UMUILOEGBUNA,,,,,,,UMUILOEGBUNA,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UGWUCHEREKU,UMU-UZOEGWU,,,,,,,UMU-UZOEGWU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UGWUCHEREKU,UMUDIBIAGU,,,,,,,UMUDIBIAGU,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UGWUCHEREKU,UMUDIJI,,,,,,,UMUDIJI,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UGWUCHEREKU,UMUIZUNABO,,,,,,,UMUIZUNABO,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UBAHU,UBAHU-UDURU,UGWUCHEREKU,UMUISIAGU,,,,,,,UMUISIAGU,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,ANAUBOSI,UMUEZEDIBIA,UMUAKPAKAMOBI,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,ANAUBOSI,UMUEZEDIBIA,UMUEZESO-OGWUGWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,ANAUBOSI,UMUEZEDIBIA,UMU-UNACHUKWU,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,ANAUBOSI,UMUEZEDIBIA,UMU-EZEIKE,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,ANAUBOSI,UMUEZEDIBIA,UMUAGA-AGWO,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,ANAUBOSI,UMUOBINAGHA,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,ANAUBOSI,UMUANYAEJI,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,ANUNWA,ANUNWA,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,ANUNWA,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,IHUOMA ANUKAUBI,IHUOMA,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,UMUABIAM,UMUONWUKA,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,EZIEKE,UMUABIAM,UMU UKADIKE,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,ISIFULU,UMU ONEMBA,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,ISIFULU,UMUNDUMANYA,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,ISIFULU,UMUEZULU,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,ISIFULU,UMU ORJI,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,ISIFULU,UMUAGUSIONU,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,ISIFULU,OKPALADIKE,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,ISIFULU,UMUNWANGWU,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,ISIFULU,UMU EGBU ELI,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,,,,,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,UMUDIOKA,UMUEZE ANAMIUJI,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,UMUDIOKA,UMU OKORAFOR,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,UMUDIOKA,UMU EZEISI,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,UMUDIOKA,UMUDARA OKEREKE,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,UMUDIOKA,UMU AGA AGWO,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,UMUDIOKA,UMU OZO IGBO,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,UMUDIOKA,UMU EJIOFOR,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,UMUDIOKA,UMU OBIANIGWE,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,UMUDIOKA,UMU ANOSIKE,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,UMUDIOKA,UMU OGBUEHI,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,UMUOHI,UMUDIOKA,UMU ANNOWAI,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UMUHU,UBAHUOTI ,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UMUHU,UMUEZELOBE ,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UMUHU,UMUAGBAJEYI ,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UMUHU,UMUEZEANA ,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UMUHU,UMUDURUEKWE,,,,,,,,,,,,,,
HUMANITY,NEGRO,AFRICA,SUB-SAHARA,WEST AFRICA,NIGERIA,UMU - IGBO,SOUTH EAST ,ANAMBRA ,ANAMBRA SOUTH ,IHIALA,IHIALA,IHIALA I,OKIJA,UBAHUA BU UBAHU,EZINAUKPODU ,UMUHU,UMUANATOBU,, ,,,,,,,,,,,,
